pmid,query_label,year,date_fetched
26539084,combined,2015,2026-05-23
26538653,combined,2015,2026-05-23
26538648,combined,2015,2026-05-23
26536204,combined,2015,2026-05-23
26530932,combined,2015,2026-05-23
26528155,combined,2015,2026-05-23
26518630,combined,2015,2026-05-23
26517879,combined,2015,2026-05-23
26516122,combined,2015,2026-05-23
26512934,combined,2015,2026-05-23
26503764,combined,2015,2026-05-23
26500528,combined,2015,2026-05-23
26500504,combined,2015,2026-05-23
26500473,combined,2015,2026-05-23
26496798,combined,2015,2026-05-23
26496022,combined,2015,2026-05-23
26493949,combined,2015,2026-05-23
26490871,combined,2015,2026-05-23
26490669,combined,2015,2026-05-23
26490335,combined,2015,2026-05-23
26490326,combined,2015,2026-05-23
26481035,combined,2015,2026-05-23
26477782,combined,2015,2026-05-23
26479701,combined,2015,2026-05-23
26477717,combined,2015,2026-05-23
26477655,combined,2015,2026-05-23
26469737,combined,2015,2026-05-23
26469054,combined,2015,2026-05-23
26467520,combined,2015,2026-05-23
26467519,combined,2015,2026-05-23
26467517,combined,2015,2026-05-23
26467516,combined,2015,2026-05-23
26467515,combined,2015,2026-05-23
26464474,combined,2015,2026-05-23
26462665,combined,2015,2026-05-23
26462472,combined,2015,2026-05-23
26460033,combined,2015,2026-05-23
26455307,combined,2015,2026-05-23
26446808,combined,2015,2026-05-23
26446224,combined,2015,2026-05-23
26443317,combined,2015,2026-05-23
26441573,combined,2015,2026-05-23
26439530,combined,2015,2026-05-23
26439267,combined,2015,2026-05-23
26438509,combined,2015,2026-05-23
26436902,combined,2015,2026-05-23
26433544,combined,2015,2026-05-23
26431765,combined,2015,2026-05-23
26430122,combined,2015,2026-05-23
26424892,combined,2015,2026-05-23
26424888,combined,2015,2026-05-23
26424887,combined,2015,2026-05-23
26423343,combined,2015,2026-05-23
26423121,combined,2015,2026-05-23
26417083,combined,2015,2026-05-23
26416139,combined,2015,2026-05-23
26405684,combined,2015,2026-05-23
26400938,combined,2015,2026-05-23
26400928,combined,2015,2026-05-23
26391919,combined,2015,2026-05-23
26388747,combined,2015,2026-05-23
26387804,combined,2015,2026-05-23
26378208,combined,2015,2026-05-23
26378202,combined,2015,2026-05-23
26377458,combined,2015,2026-05-23
26366027,combined,2015,2026-05-23
26363347,combined,2015,2026-05-23
26355791,combined,2015,2026-05-23
26355718,combined,2015,2026-05-23
26354318,combined,2015,2026-05-23
26354045,combined,2015,2026-05-23
26351989,combined,2015,2026-05-23
26350398,combined,2015,2026-05-23
26348613,combined,2015,2026-05-23
26339806,combined,2015,2026-05-23
26338324,combined,2015,2026-05-23
26338322,combined,2015,2026-05-23
26334681,combined,2015,2026-05-23
26334016,combined,2015,2026-05-23
26321923,combined,2015,2026-05-23
26321299,combined,2015,2026-05-23
26320813,combined,2015,2026-05-23
26318848,combined,2015,2026-05-23
26318661,combined,2015,2026-05-23
26314755,combined,2015,2026-05-23
26311782,combined,2015,2026-05-23
26311778,combined,2015,2026-05-23
26311774,combined,2015,2026-05-23
26311770,combined,2015,2026-05-23
26311763,combined,2015,2026-05-23
26308578,combined,2015,2026-05-23
26303746,combined,2015,2026-05-23
26300451,combined,2015,2026-05-23
26298643,combined,2015,2026-05-23
26296286,combined,2015,2026-05-23
26295941,combined,2015,2026-05-23
26291166,combined,2015,2026-05-23
26291164,combined,2015,2026-05-23
26290251,combined,2015,2026-05-23
26290238,combined,2015,2026-05-23
26286917,combined,2015,2026-05-23
26283366,combined,2015,2026-05-23
26275165,combined,2015,2026-05-23
26269647,combined,2015,2026-05-23
26269556,combined,2015,2026-05-23
26269500,combined,2015,2026-05-23
26269496,combined,2015,2026-05-23
26263048,combined,2015,2026-05-23
26262918,combined,2015,2026-05-23
26254903,combined,2015,2026-05-23
26252871,combined,2015,2026-05-23
26250777,combined,2015,2026-05-23
26247867,combined,2015,2026-05-23
26246438,combined,2015,2026-05-23
26245955,combined,2015,2026-05-23
26243879,combined,2015,2026-05-23
26236229,combined,2015,2026-05-23
26236203,combined,2015,2026-05-23
26231622,combined,2015,2026-05-23
26226654,combined,2015,2026-05-23
26224870,combined,2015,2026-05-23
26224429,combined,2015,2026-05-23
26212883,combined,2015,2026-05-23
26209849,combined,2015,2026-05-23
26208842,combined,2015,2026-05-23
26206149,combined,2015,2026-05-23
26203137,combined,2015,2026-05-23
26202600,combined,2015,2026-05-23
26198177,combined,2015,2026-05-23
26197226,combined,2015,2026-05-23
26193102,combined,2015,2026-05-23
26190072,combined,2015,2026-05-23
26180202,combined,2015,2026-05-23
26173833,combined,2015,2026-05-23
26170314,combined,2015,2026-05-23
26160947,combined,2015,2026-05-23
26159774,combined,2015,2026-05-23
26158523,combined,2015,2026-05-23
26158011,combined,2015,2026-05-23
26156990,combined,2015,2026-05-23
26156988,combined,2015,2026-05-23
26151906,combined,2015,2026-05-23
26150480,combined,2015,2026-05-23
26149921,combined,2015,2026-05-23
26149609,combined,2015,2026-05-23
26134649,combined,2015,2026-05-23
26124191,combined,2015,2026-05-23
26117702,combined,2015,2026-05-23
26116816,combined,2015,2026-05-23
26112334,combined,2015,2026-05-23
26109672,combined,2015,2026-05-23
26108954,combined,2015,2026-05-23
26100868,combined,2015,2026-05-23
26095814,combined,2015,2026-05-23
26093181,combined,2015,2026-05-23
26088970,combined,2015,2026-05-23
26088421,combined,2015,2026-05-23
26087167,combined,2015,2026-05-23
26084912,combined,2015,2026-05-23
26084905,combined,2015,2026-05-23
26084903,combined,2015,2026-05-23
26079746,combined,2015,2026-05-23
26074949,combined,2015,2026-05-23
26074787,combined,2015,2026-05-23
26070112,combined,2015,2026-05-23
26068663,combined,2015,2026-05-23
26067532,combined,2015,2026-05-23
26063909,combined,2015,2026-05-23
26063778,combined,2015,2026-05-23
26055140,combined,2015,2026-05-23
26053631,combined,2015,2026-05-23
26052749,combined,2015,2026-05-23
26050084,combined,2015,2026-05-23
26050038,combined,2015,2026-05-23
26046459,combined,2015,2026-05-23
26045564,combined,2015,2026-05-23
26042002,combined,2015,2026-05-23
26041999,combined,2015,2026-05-23
26041980,combined,2015,2026-05-23
26041916,combined,2015,2026-05-23
26041914,combined,2015,2026-05-23
26031378,combined,2015,2026-05-23
26030735,combined,2015,2026-05-23
26029061,combined,2015,2026-05-23
26029039,combined,2015,2026-05-23
26028802,combined,2015,2026-05-23
26022835,combined,2015,2026-05-23
26019347,combined,2015,2026-05-23
26019309,combined,2015,2026-05-23
26019226,combined,2015,2026-05-23
26015576,combined,2015,2026-05-23
26011861,combined,2015,2026-05-23
26005531,combined,2015,2026-05-23
25999506,combined,2015,2026-05-23
25995460,combined,2015,2026-05-23
25995363,combined,2015,2026-05-23
25995344,combined,2015,2026-05-23
25989598,combined,2015,2026-05-23
25989141,combined,2015,2026-05-23
25979086,combined,2015,2026-05-23
25975699,combined,2015,2026-05-23
25975645,combined,2015,2026-05-23
25974945,combined,2015,2026-05-23
25973676,combined,2015,2026-05-23
25972584,combined,2015,2026-05-23
25972181,combined,2015,2026-05-23
25972172,combined,2015,2026-05-23
25972171,combined,2015,2026-05-23
25970649,combined,2015,2026-05-23
25966278,combined,2015,2026-05-23
25964747,combined,2015,2026-05-23
25964365,combined,2015,2026-05-23
25963359,combined,2015,2026-05-23
25962920,combined,2015,2026-05-23
25959822,combined,2015,2026-05-23
25959053,combined,2015,2026-05-23
25956030,combined,2015,2026-05-23
25954031,combined,2015,2026-05-23
25953336,combined,2015,2026-05-23
25948870,combined,2015,2026-05-23
25948258,combined,2015,2026-05-23
25948255,combined,2015,2026-05-23
25947150,combined,2015,2026-05-23
25943702,combined,2015,2026-05-23
25942352,combined,2015,2026-05-23
25937399,combined,2015,2026-05-23
25934491,combined,2015,2026-05-23
25931462,combined,2015,2026-05-23
25930075,combined,2015,2026-05-23
25926470,combined,2015,2026-05-23
25926461,combined,2015,2026-05-23
25921755,combined,2015,2026-05-23
25918500,combined,2015,2026-05-23
25917881,combined,2015,2026-05-23
25915622,combined,2015,2026-05-23
25913857,combined,2015,2026-05-23
25913787,combined,2015,2026-05-23
25910001,combined,2015,2026-05-23
25904714,combined,2015,2026-05-23
25904705,combined,2015,2026-05-23
25892509,combined,2015,2026-05-23
25889406,combined,2015,2026-05-23
25886766,combined,2015,2026-05-23
25885277,combined,2015,2026-05-23
25883546,combined,2015,2026-05-23
25878290,combined,2015,2026-05-23
25878263,combined,2015,2026-05-23
25869861,combined,2015,2026-05-23
25866504,combined,2015,2026-05-23
25858969,combined,2015,2026-05-23
25855170,combined,2015,2026-05-23
25855169,combined,2015,2026-05-23
25853883,combined,2015,2026-05-23
25852823,combined,2015,2026-05-23
25849776,combined,2015,2026-05-23
25839107,combined,2015,2026-05-23
25837599,combined,2015,2026-05-23
25837427,combined,2015,2026-05-23
25833027,combined,2015,2026-05-23
25825717,combined,2015,2026-05-23
25825711,combined,2015,2026-05-23
25824631,combined,2015,2026-05-23
25824535,combined,2015,2026-05-23
25816799,combined,2015,2026-05-23
25814938,combined,2015,2026-05-23
25814929,combined,2015,2026-05-23
25814924,combined,2015,2026-05-23
25810533,combined,2015,2026-05-23
25810516,combined,2015,2026-05-23
25810480,combined,2015,2026-05-23
25802079,combined,2015,2026-05-23
25799040,combined,2015,2026-05-23
25796550,combined,2015,2026-05-23
25795341,combined,2015,2026-05-23
25791620,combined,2015,2026-05-23
25789752,combined,2015,2026-05-23
25788920,combined,2015,2026-05-23
25788683,combined,2015,2026-05-23
25787833,combined,2015,2026-05-23
25787704,combined,2015,2026-05-23
25774541,combined,2015,2026-05-23
25771710,combined,2015,2026-05-23
25769280,combined,2015,2026-05-23
25769271,combined,2015,2026-05-23
25762680,combined,2015,2026-05-23
25762675,combined,2015,2026-05-23
25762661,combined,2015,2026-05-23
25761956,combined,2015,2026-05-23
25761953,combined,2015,2026-05-23
25761951,combined,2015,2026-05-23
25759677,combined,2015,2026-05-23
25759648,combined,2015,2026-05-23
25759438,combined,2015,2026-05-23
25759251,combined,2015,2026-05-23
25757941,combined,2015,2026-05-23
25754398,combined,2015,2026-05-23
25753411,combined,2015,2026-05-23
25750256,combined,2015,2026-05-23
25745175,combined,2015,2026-05-23
25744881,combined,2015,2026-05-23
25742710,combined,2015,2026-05-23
25740526,combined,2015,2026-05-23
25732245,combined,2015,2026-05-23
25731884,combined,2015,2026-05-23
25728667,combined,2015,2026-05-23
25728179,combined,2015,2026-05-23
25728178,combined,2015,2026-05-23
25725468,combined,2015,2026-05-23
25717163,combined,2015,2026-05-23
25717157,combined,2015,2026-05-23
25716844,combined,2015,2026-05-23
25715284,combined,2015,2026-05-23
25711137,combined,2015,2026-05-23
25709568,combined,2015,2026-05-23
25703431,combined,2015,2026-05-23
25698752,combined,2015,2026-05-23
25698750,combined,2015,2026-05-23
25698735,combined,2015,2026-05-23
25695655,combined,2015,2026-05-23
25693417,combined,2015,2026-05-23
25693078,combined,2015,2026-05-23
25689120,combined,2015,2026-05-23
25689048,combined,2015,2026-05-23
25687412,combined,2015,2026-05-23
25684641,combined,2015,2026-05-23
25684556,combined,2015,2026-05-23
25680520,combined,2015,2026-05-23
25680187,combined,2015,2026-05-23
25677545,combined,2015,2026-05-23
25673868,combined,2015,2026-05-23
25673866,combined,2015,2026-05-23
25673865,combined,2015,2026-05-23
25673864,combined,2015,2026-05-23
25673744,combined,2015,2026-05-23
25673733,combined,2015,2026-05-23
25669188,combined,2015,2026-05-23
25661183,combined,2015,2026-05-23
25661180,combined,2015,2026-05-23
25654259,combined,2015,2026-05-23
25654252,combined,2015,2026-05-23
25653384,combined,2015,2026-05-23
25653353,combined,2015,2026-05-23
25652926,combined,2015,2026-05-23
25652922,combined,2015,2026-05-23
25649611,combined,2015,2026-05-23
25647337,combined,2015,2026-05-23
25638168,combined,2015,2026-05-23
25635043,combined,2015,2026-05-23
25633471,combined,2015,2026-05-23
25632124,combined,2015,2026-05-23
25631057,combined,2015,2026-05-23
25622254,combined,2015,2026-05-23
25622146,combined,2015,2026-05-23
25609626,combined,2015,2026-05-23
25609614,combined,2015,2026-05-23
25609108,combined,2015,2026-05-23
25601549,combined,2015,2026-05-23
25600124,combined,2015,2026-05-23
25597650,combined,2015,2026-05-23
25593022,combined,2015,2026-05-23
25590651,combined,2015,2026-05-23
25589595,combined,2015,2026-05-23
25589589,combined,2015,2026-05-23
25589586,combined,2015,2026-05-23
25585017,combined,2015,2026-05-23
25579448,combined,2015,2026-05-23
25578908,combined,2015,2026-05-23
25578903,combined,2015,2026-05-23
25576535,combined,2015,2026-05-23
25569757,combined,2015,2026-05-23
25568107,combined,2015,2026-05-23
25568105,combined,2015,2026-05-23
25556940,combined,2015,2026-05-23
27462412,combined,2015,2026-05-23
27148554,combined,2015,2026-05-23
25300822,combined,2015,2026-05-23
28638896,combined,2016,2026-05-23
28630937,combined,2016,2026-05-23
28532347,combined,2016,2026-05-23
28297573,combined,2016,2026-05-23
28269579,combined,2016,2026-05-23
28269277,combined,2016,2026-05-23
28268958,combined,2016,2026-05-23
28268956,combined,2016,2026-05-23
28268643,combined,2016,2026-05-23
28138530,combined,2016,2026-05-23
28127279,combined,2016,2026-05-23
28123431,combined,2016,2026-05-23
28123422,combined,2016,2026-05-23
28090391,combined,2016,2026-05-23
28082892,combined,2016,2026-05-23
28066727,combined,2016,2026-05-23
28066237,combined,2016,2026-05-23
28066170,combined,2016,2026-05-23
28066168,combined,2016,2026-05-23
28058269,combined,2016,2026-05-23
28042095,combined,2016,2026-05-23
28042027,combined,2016,2026-05-23
28041797,combined,2016,2026-05-23
33746239,combined,2016,2026-05-23
28039780,combined,2016,2026-05-23
28031397,combined,2016,2026-05-23
28031396,combined,2016,2026-05-23
28027494,combined,2016,2026-05-23
28027448,combined,2016,2026-05-23
28018182,combined,2016,2026-05-23
28018181,combined,2016,2026-05-23
28011742,combined,2016,2026-05-23
28003409,combined,2016,2026-05-23
28003408,combined,2016,2026-05-23
28003348,combined,2016,2026-05-23
28001002,combined,2016,2026-05-23
27995126,combined,2016,2026-05-23
27989909,combined,2016,2026-05-23
27989456,combined,2016,2026-05-23
27965566,combined,2016,2026-05-23
27958268,combined,2016,2026-05-23
27957536,combined,2016,2026-05-23
27956208,combined,2016,2026-05-23
27935935,combined,2016,2026-05-23
27927956,combined,2016,2026-05-23
27927783,combined,2016,2026-05-23
27918285,combined,2016,2026-05-23
27911768,combined,2016,2026-05-23
27909856,combined,2016,2026-05-23
27903728,combined,2016,2026-05-23
27903726,combined,2016,2026-05-23
27902767,combined,2016,2026-05-23
27891082,combined,2016,2026-05-23
27881778,combined,2016,2026-05-23
27881719,combined,2016,2026-05-23
27876652,combined,2016,2026-05-23
27872236,combined,2016,2026-05-23
27870612,combined,2016,2026-05-23
27866893,combined,2016,2026-05-23
27866807,combined,2016,2026-05-23
27857751,combined,2016,2026-05-23
27853424,combined,2016,2026-05-23
27852962,combined,2016,2026-05-23
27852735,combined,2016,2026-05-23
27847469,combined,2016,2026-05-23
27842611,combined,2016,2026-05-23
27841747,combined,2016,2026-05-23
27841557,combined,2016,2026-05-23
27839724,combined,2016,2026-05-23
27837674,combined,2016,2026-05-23
27834864,combined,2016,2026-05-23
27833534,combined,2016,2026-05-23
27830790,combined,2016,2026-05-23
27823929,combined,2016,2026-05-23
27821752,combined,2016,2026-05-23
27820877,combined,2016,2026-05-23
27818177,combined,2016,2026-05-23
27812205,combined,2016,2026-05-23
27810930,combined,2016,2026-05-23
27807166,combined,2016,2026-05-23
27807165,combined,2016,2026-05-23
27742718,combined,2016,2026-05-23
27803784,combined,2016,2026-05-23
27803650,combined,2016,2026-05-23
27791099,combined,2016,2026-05-23
27634009,combined,2016,2026-05-23
27559139,combined,2016,2026-05-23
27535368,combined,2016,2026-05-23
27512020,combined,2016,2026-05-23
27417650,combined,2016,2026-05-23
27356856,combined,2016,2026-05-23
27802344,combined,2016,2026-05-23
27801790,combined,2016,2026-05-23
27798630,combined,2016,2026-05-23
27798134,combined,2016,2026-05-23
27796591,combined,2016,2026-05-23
27793591,combined,2016,2026-05-23
27787198,combined,2016,2026-05-23
27787196,combined,2016,2026-05-23
27702634,combined,2016,2026-05-23
27587226,combined,2016,2026-05-23
27778378,combined,2016,2026-05-23
27778122,combined,2016,2026-05-23
27777567,combined,2016,2026-05-23
27706860,combined,2016,2026-05-23
27770624,combined,2016,2026-05-23
27588895,combined,2016,2026-05-23
27348341,combined,2016,2026-05-23
27765579,combined,2016,2026-05-23
27707812,combined,2016,2026-05-23
27764659,combined,2016,2026-05-23
27761519,combined,2016,2026-05-23
27760814,combined,2016,2026-05-23
27757971,combined,2016,2026-05-23
27720482,combined,2016,2026-05-23
27740497,combined,2016,2026-05-23
27737697,combined,2016,2026-05-23
27736018,combined,2016,2026-05-23
27734991,combined,2016,2026-05-23
27733595,combined,2016,2026-05-23
27733538,combined,2016,2026-05-23
27725685,combined,2016,2026-05-23
27721468,combined,2016,2026-05-23
27713692,combined,2016,2026-05-23
27708563,combined,2016,2026-05-23
27705742,combined,2016,2026-05-23
27703216,combined,2016,2026-05-23
27701434,combined,2016,2026-05-23
27696004,combined,2016,2026-05-23
27695060,combined,2016,2026-05-23
27683894,combined,2016,2026-05-23
27683886,combined,2016,2026-05-23
27683881,combined,2016,2026-05-23
27681616,combined,2016,2026-05-23
27681421,combined,2016,2026-05-23
27681124,combined,2016,2026-05-23
27679817,combined,2016,2026-05-23
27668246,combined,2016,2026-05-23
27667008,combined,2016,2026-05-23
27660760,combined,2016,2026-05-23
27655968,combined,2016,2026-05-23
27647310,combined,2016,2026-05-23
27646127,combined,2016,2026-05-23
27631433,combined,2016,2026-05-23
27631085,combined,2016,2026-05-23
27630547,combined,2016,2026-05-23
27629710,combined,2016,2026-05-23
27629352,combined,2016,2026-05-23
27617450,combined,2016,2026-05-23
27612857,combined,2016,2026-05-23
27610576,combined,2016,2026-05-23
27608810,combined,2016,2026-05-23
27599427,combined,2016,2026-05-23
27596440,combined,2016,2026-05-23
27595132,combined,2016,2026-05-23
27576185,combined,2016,2026-05-23
27573879,combined,2016,2026-05-23
27571576,combined,2016,2026-05-23
27567868,combined,2016,2026-05-23
27564993,combined,2016,2026-05-23
27559245,combined,2016,2026-05-23
27556940,combined,2016,2026-05-23
27553173,combined,2016,2026-05-23
27552049,combined,2016,2026-05-23
27547989,combined,2016,2026-05-23
27547956,combined,2016,2026-05-23
27539962,combined,2016,2026-05-23
27535906,combined,2016,2026-05-23
27535380,combined,2016,2026-05-23
27530989,combined,2016,2026-05-23
27525488,combined,2016,2026-05-23
27524483,combined,2016,2026-05-23
27517158,combined,2016,2026-05-23
27515691,combined,2016,2026-05-23
27513807,combined,2016,2026-05-23
27511012,combined,2016,2026-05-23
27511007,combined,2016,2026-05-23
27504806,combined,2016,2026-05-23
27503885,combined,2016,2026-05-23
27502046,combined,2016,2026-05-23
27499086,combined,2016,2026-05-23
27497948,combined,2016,2026-05-23
27497459,combined,2016,2026-05-23
27494282,combined,2016,2026-05-23
27489364,combined,2016,2026-05-23
27488638,combined,2016,2026-05-23
27485734,combined,2016,2026-05-23
27484111,combined,2016,2026-05-23
27477019,combined,2016,2026-05-23
27475289,combined,2016,2026-05-23
27471905,combined,2016,2026-05-23
27469273,combined,2016,2026-05-23
27466133,combined,2016,2026-05-23
27458803,combined,2016,2026-05-23
27458796,combined,2016,2026-05-23
27455526,combined,2016,2026-05-23
27450032,combined,2016,2026-05-23
27448368,combined,2016,2026-05-23
27445721,combined,2016,2026-05-23
27445148,combined,2016,2026-05-23
27445139,combined,2016,2026-05-23
27441598,combined,2016,2026-05-23
27441501,combined,2016,2026-05-23
27438411,combined,2016,2026-05-23
27432962,combined,2016,2026-05-23
27425612,combined,2016,2026-05-23
27423324,combined,2016,2026-05-23
27420610,combined,2016,2026-05-23
27420609,combined,2016,2026-05-23
27413163,combined,2016,2026-05-23
27413161,combined,2016,2026-05-23
27409810,combined,2016,2026-05-23
27402601,combined,2016,2026-05-23
27400790,combined,2016,2026-05-23
27397568,combined,2016,2026-05-23
27394722,combined,2016,2026-05-23
27381869,combined,2016,2026-05-23
27378859,combined,2016,2026-05-23
27378328,combined,2016,2026-05-23
27376476,combined,2016,2026-05-23
27374728,combined,2016,2026-05-23
27372337,combined,2016,2026-05-23
27371764,combined,2016,2026-05-23
27368416,combined,2016,2026-05-23
27358320,combined,2016,2026-05-23
27358313,combined,2016,2026-05-23
27351722,combined,2016,2026-05-23
27343168,combined,2016,2026-05-23
27342938,combined,2016,2026-05-23
27339782,combined,2016,2026-05-23
27335573,combined,2016,2026-05-23
27335406,combined,2016,2026-05-23
27334954,combined,2016,2026-05-23
27334951,combined,2016,2026-05-23
27325058,combined,2016,2026-05-23
27320250,combined,2016,2026-05-23
27314175,combined,2016,2026-05-23
27307090,combined,2016,2026-05-23
27297192,combined,2016,2026-05-23
27296233,combined,2016,2026-05-23
27294413,combined,2016,2026-05-23
27295326,combined,2016,2026-05-23
27294198,combined,2016,2026-05-23
27288821,combined,2016,2026-05-23
27283275,combined,2016,2026-05-23
27282247,combined,2016,2026-05-23
27273075,combined,2016,2026-05-23
27271775,combined,2016,2026-05-23
27269960,combined,2016,2026-05-23
27269603,combined,2016,2026-05-23
27263973,combined,2016,2026-05-23
27256508,combined,2016,2026-05-23
27255776,combined,2016,2026-05-23
27252631,combined,2016,2026-05-23
27251630,combined,2016,2026-05-23
27251624,combined,2016,2026-05-23
27251619,combined,2016,2026-05-23
27247280,combined,2016,2026-05-23
27247248,combined,2016,2026-05-23
27243601,combined,2016,2026-05-23
27242503,combined,2016,2026-05-23
27238280,combined,2016,2026-05-23
27235744,combined,2016,2026-05-23
27233148,combined,2016,2026-05-23
27230925,combined,2016,2026-05-23
27228283,combined,2016,2026-05-23
27228113,combined,2016,2026-05-23
27226114,combined,2016,2026-05-23
27218151,combined,2016,2026-05-23
27213850,combined,2016,2026-05-23
27209233,combined,2016,2026-05-23
27207489,combined,2016,2026-05-23
27199364,combined,2016,2026-05-23
27199356,combined,2016,2026-05-23
27196061,combined,2016,2026-05-23
27194333,combined,2016,2026-05-23
27193317,combined,2016,2026-05-23
27189889,combined,2016,2026-05-23
27183169,combined,2016,2026-05-23
27180930,combined,2016,2026-05-23
27179412,combined,2016,2026-05-23
27177769,combined,2016,2026-05-23
27174996,combined,2016,2026-05-23
27173899,combined,2016,2026-05-23
27171896,combined,2016,2026-05-23
27170131,combined,2016,2026-05-23
27170050,combined,2016,2026-05-23
27169505,combined,2016,2026-05-23
27169503,combined,2016,2026-05-23
27159800,combined,2016,2026-05-23
29786305,combined,2016,2026-05-23
27155116,combined,2016,2026-05-23
27149111,combined,2016,2026-05-23
27148697,combined,2016,2026-05-23
27147978,combined,2016,2026-05-23
27147647,combined,2016,2026-05-23
27133573,combined,2016,2026-05-23
27133441,combined,2016,2026-05-23
27130662,combined,2016,2026-05-23
27129902,combined,2016,2026-05-23
27117412,combined,2016,2026-05-23
27113635,combined,2016,2026-05-23
27109924,combined,2016,2026-05-23
27106692,combined,2016,2026-05-23
27103210,combined,2016,2026-05-23
27101734,combined,2016,2026-05-23
27101365,combined,2016,2026-05-23
27098836,combined,2016,2026-05-23
27098702,combined,2016,2026-05-23
27098026,combined,2016,2026-05-23
27097103,combined,2016,2026-05-23
27096188,combined,2016,2026-05-23
27095846,combined,2016,2026-05-23
27095309,combined,2016,2026-05-23
27092335,combined,2016,2026-05-23
27091582,combined,2016,2026-05-23
27090229,combined,2016,2026-05-23
27083526,combined,2016,2026-05-23
27083136,combined,2016,2026-05-23
27082854,combined,2016,2026-05-23
27077949,combined,2016,2026-05-23
27076417,combined,2016,2026-05-23
27071788,combined,2016,2026-05-23
27071095,combined,2016,2026-05-23
27070252,combined,2016,2026-05-23
27068704,combined,2016,2026-05-23
27067378,combined,2016,2026-05-23
27063864,combined,2016,2026-05-23
27062460,combined,2016,2026-05-23
27059874,combined,2016,2026-05-23
27057960,combined,2016,2026-05-23
27056084,combined,2016,2026-05-23
27053213,combined,2016,2026-05-23
27047352,combined,2016,2026-05-23
27041497,combined,2016,2026-05-23
27035820,combined,2016,2026-05-23
27032891,combined,2016,2026-05-23
27032368,combined,2016,2026-05-23
27030763,combined,2016,2026-05-23
27030761,combined,2016,2026-05-23
27023110,combined,2016,2026-05-23
27021172,combined,2016,2026-05-23
27016385,combined,2016,2026-05-23
27015604,combined,2016,2026-05-23
27013680,combined,2016,2026-05-23
27012500,combined,2016,2026-05-23
26996504,combined,2016,2026-05-23
26990066,combined,2016,2026-05-23
26985662,combined,2016,2026-05-23
26985033,combined,2016,2026-05-23
26985026,combined,2016,2026-05-23
26974951,combined,2016,2026-05-23
26973542,combined,2016,2026-05-23
26973496,combined,2016,2026-05-23
26973476,combined,2016,2026-05-23
26963915,combined,2016,2026-05-23
26961957,combined,2016,2026-05-23
26961941,combined,2016,2026-05-23
26956259,combined,2016,2026-05-23
26952870,combined,2016,2026-05-23
26951656,combined,2016,2026-05-23
26946223,combined,2016,2026-05-23
26946129,combined,2016,2026-05-23
26941617,combined,2016,2026-05-23
26941613,combined,2016,2026-05-23
26937002,combined,2016,2026-05-23
26936987,combined,2016,2026-05-23
26935275,combined,2016,2026-05-23
26928431,combined,2016,2026-05-23
26926764,combined,2016,2026-05-23
28626356,combined,2016,2026-05-23
28626355,combined,2016,2026-05-23
26924933,combined,2016,2026-05-23
26923785,combined,2016,2026-05-23
26918661,combined,2016,2026-05-23
26912601,combined,2016,2026-05-23
26908365,combined,2016,2026-05-23
26901857,combined,2016,2026-05-23
26899785,combined,2016,2026-05-23
26891875,combined,2016,2026-05-23
26881119,combined,2016,2026-05-23
26879148,combined,2016,2026-05-23
26875994,combined,2016,2026-05-23
26874071,combined,2016,2026-05-23
26868755,combined,2016,2026-05-23
26856637,combined,2016,2026-05-23
26854087,combined,2016,2026-05-23
26851132,combined,2016,2026-05-23
26849999,combined,2016,2026-05-23
26843649,combined,2016,2026-05-23
26843639,combined,2016,2026-05-23
26843605,combined,2016,2026-05-23
26843595,combined,2016,2026-05-23
26839410,combined,2016,2026-05-23
26824991,combined,2016,2026-05-23
26823517,combined,2016,2026-05-23
26818510,combined,2016,2026-05-23
26808294,combined,2016,2026-05-23
26804992,combined,2016,2026-05-23
26799044,combined,2016,2026-05-23
26792887,combined,2016,2026-05-23
26792881,combined,2016,2026-05-23
26791528,combined,2016,2026-05-23
26791222,combined,2016,2026-05-23
26791219,combined,2016,2026-05-23
26785378,combined,2016,2026-05-23
26777277,combined,2016,2026-05-23
26776227,combined,2016,2026-05-23
26758840,combined,2016,2026-05-23
26747293,combined,2016,2026-05-23
26745490,combined,2016,2026-05-23
26740648,combined,2016,2026-05-23
26740647,combined,2016,2026-05-23
26729915,combined,2016,2026-05-23
29600289,combined,2016,2026-05-23
29199600,combined,2016,2026-05-23
26706280,combined,2016,2026-05-23
26613160,combined,2016,2026-05-23
26494578,combined,2016,2026-05-23
26415043,combined,2016,2026-05-23
30292318,combined,2017,2026-05-23
30090871,combined,2017,2026-05-23
29688874,combined,2017,2026-05-23
29682592,combined,2017,2026-05-23
29379868,combined,2017,2026-05-23
29359099,combined,2017,2026-05-23
29357477,combined,2017,2026-05-23
29357462,combined,2017,2026-05-23
29353102,combined,2017,2026-05-23
29333238,combined,2017,2026-05-23
29326646,combined,2017,2026-05-23
29311843,combined,2017,2026-05-23
29299382,combined,2017,2026-05-23
29285809,combined,2017,2026-05-23
29280055,combined,2017,2026-05-23
29277625,combined,2017,2026-05-23
29276055,combined,2017,2026-05-23
29274146,combined,2017,2026-05-23
29269195,combined,2017,2026-05-23
29259582,combined,2017,2026-05-23
29259546,combined,2017,2026-05-23
29255155,combined,2017,2026-05-23
29255006,combined,2017,2026-05-23
29253006,combined,2017,2026-05-23
29249925,combined,2017,2026-05-23
29249660,combined,2017,2026-05-23
